	Entity	Tag	Reference
2189	Nestorian Christians and Jacobites		Murray
2190	Nestorius	Person	Yule
2191	Nevergï¿½n Pass	 	Yule
2192	New Year Festival at Kï¿½blï¿½iï¿½s Court	 	Yule
2193	Neza Tash Pass	FALSE	Yule
2194	Ngan-king (Nanghin)	FALSE	Yule
2195	Ngan-ning-ho River	FALSE	Yule
2196	Ngantung	Person	Yule
2197	Ngo-ning	FALSE	Yule
2198	Nia (ancient Ni-jang	FALSE	Yule
2199	Nias Island	Location	Yule
2200	Nibong Palm	FALSE	Yule
2201	Nicaea of Alexander	FALSE	Yule
2202	Nicholson	Location	Yule
2203	Nicobar (Necuveran) Islands	Location	Yule
2204	Nicolas	Person	Yule
2205	Nicolas IV	Person	Yule
2206	Nicolas of Pistoia	FALSE	Yule
2207	Nieuhoff	FALSE	Yule
2208	Nigudar (Nogodar	Person	Yule
2209	Nigudarian bands	FALSE	Yule
2210	Nilawï¿½r (Nellore)	 	Yule
2211	Nile	FALSE	Yule
2212	Nileshwaram	FALSE	Yule
2213	Nine	FALSE	Yule
2214	Nine Provinces (India)	Location	Yule
2215	Ning-hsia	FALSE	Yule
2216	Ning-yuan fu	FALSE	Yule
2217	Ningpo	FALSE	Yule
2218	Niriz	FALSE	Yule
2219	Nirvana	FALSE	Yule
2220	Nishapï¿½r	 	Yule
2221	Niuchï¿½ (Yuchï¿½	 	Yule
2222	Noahï¿½s Ark in Armenia	 	Yule
2223	Nobles of Venice	FALSE	Yule
2224	Nochdarizari	Location	Yule
2225	Nogai Khan	Person	Yule
2226	Nogodar	Person	Murray
2227	Nogodar (Nigudar	Person	Yule
2228	Nomad tribes of Persia	FALSE	Yule
2229	Nomogan (Numughan	Person	Yule
2230	None	Person	Yule
2231	North	Location	Yule
2232	North Star	FALSE	Yule
2233	Note Book	FALSE	Yule
2234	Novgorod	FALSE	Yule
2235	Nubia	FALSE	Yule
2236	Nukdaris	Location	Yule
2237	Nuksï¿½n Pass	 	Yule
2238	Numbers	FALSE	Yule
2239	Nusiï¿½Ibrahim	 	Yule
2240	Nutmegs	FALSE	Yule
2241	Nyuchï¿½	 	Yule
2242	Oak of Hebron	FALSE	Yule
2243	Oaracta (Kishm	FALSE	Yule
2244	Obedience of Ismaelites	FALSE	Yule
2245	Obi River	Location	Yule
2246	Observatory at Peking	Location	Yule
2247	Ocean Sea	Location	Yule
2248	Ocoloro Island	Location	Yule
2249	Odoric	FALSE	Yule
2250	Oger	FALSE	Yule
2251	Ogotai Khan	FALSE	Yule
2252	Oil from the Holy Sepulchre	FALSE	Yule
2253	Oirad	FALSE	Yule
2254	Okkodai Khan	Person	Yule
2255	Okkoday Khan	Person	Murray
2256	Olak	FALSE	Yule
2257	Old Man of the Mountain	Person	Murray
2258	Old Man of the Mountain (Aloadin)	Person	Yule
2259	Oljaï¿½tu Khan	 	Yule
2260	Oman	FALSE	Yule
2261	Omens	FALSE	Yule
2262	Onan Kerule	FALSE	Yule
2263	Ondanique (fine kind of steel)	FALSE	Yule
2264	Oppert	Person	Yule
2265	Orang Gugu	FALSE	Yule
2266	Orang Malayu River	Location	Yule
2267	Orbelian	FALSE	Yule
2268	Ordos	FALSE	Yule
2269	Organa (Jerï¿½n)	 	Yule
2270	Oriental phrases in Poloï¿½s dictation	 	Yule
2271	Orissa	Location	Yule
2272	Orkhon River	Location	Yule
2273	Orleans	FALSE	Yule
2274	Oroech	FALSE	Yule
2275	Ostriches	FALSE	Yule
2276	Ostyaks	FALSE	Yule
2277	Otto	Person	Yule
2278	Ouang Khan	Person	Murray
2279	Oulatay (Uladai)	Person	Yule
2280	Owen	Person	Yule
2281	Oxen	FALSE	Yule
2282	Oxenham	FALSE	Yule
2283	Oxus Valley and River	Location	Yule
2284	Oxus river	Location	Murray
2285	Oxydracae	FALSE	Yule
2286	Pa-yi writing	FALSE	Yule
2287	Pacamuria (Baccanor)	FALSE	Yule
2288	Pacauta! (an invocation)	FALSE	Yule
2289	Pacem	FALSE	Yule
2290	Paddle-wheel barges	FALSE	Yule
2291	Paderin	Person	Yule
2292	Padma Sambhava	FALSE	Yule
2293	Pagaroyang	FALSE	Yule
2294	Paggi Islands	Location	Yule
2295	Pagodas	FALSE	Yule
2296	Pagï¿½n (in Burma)	 	Yule
2297	Pahang	FALSE	Yule
2298	Pai-yen-ching	FALSE	Yule
2299	Paipurth (Baiburt)	FALSE	Yule
2300	Pakwiha	FALSE	Yule
2301	Palace of Khan at Chagannor	Location	Yule
2302	Palembang	FALSE	Yule
2303	Palladius	FALSE	Yule
2304	Palm (Measure)	FALSE	Yule
2305	Palm Wine	FALSE	Yule
2306	Pamier (Pamir)		Murray,Yule
2307	Pandarani	FALSE	Yule
2308	Pandit Manphul	FALSE	Yule
2309	Pandrethan in Kashmir	Location	Yule
2310	Pandyan kings	FALSE	Yule
2311	Panja River	Location	Yule
2312	Panjkora	FALSE	Yule
2313	Panjshir	FALSE	Yule
2314	Panjï¿½b	 	Yule
2315	Pantaleon	FALSE	Yule
2316	Panthï¿½	 	Yule
2317	Panya (or Pengya	Location	Yule
2318	Panï¿½Asiatic usages	 	Yule
2319	Pao-ki hï¿½ien	 	Yule
2320	Paonano Pao	FALSE	Yule
2321	Paper-money (Chao	FALSE	Yule
2322	Papien River	Location	Yule
2323	Papï¿½	 	Yule
2324	Paquier	Person	Yule
2325	Paradise	Location	Yule
2326	Paramisura	Person	Yule
2327	Paravas	FALSE	Yule
2328	Parez	Location	Yule
2329	Pariahs (Paraiyar	FALSE	Yule
2330	Parker	FALSE	Yule
2331	Parliament	FALSE	Yule
2332	Parlï¿½k	 	Yule
2333	Parpa iron mines	FALSE	Yule
2334	Parris	Person	Murray
2335	Parrot	FALSE	Yule
2336	Parrots	FALSE	Yule
2337	Partridges	FALSE	Yule
2338	Parwana	FALSE	Yule
2339	Paryï¿½n silver mines	 	Yule
2340	Parï¿½krï¿½ma Bahu I	 	Yule
2341	Pascal of Vittoria	FALSE	Yule
2342	Pascia (Peshawer)	Location	Murray
2343	Pasei	Person	Yule
2344	Pasha and Pashagar tribes	Location	Yule
2345	Pashai	Location	Yule
2346	Pashaï¿½Afroz	 	Yule
2347	Passo (or Pace	FALSE	Yule
2348	Patarins	Person	Yule
2349	Patlam	Person	Yule
2350	Patriarchs of Eastern Christians. (See also Catholicos and	FALSE	Yule
2351	Patteikï¿½Karï¿½	 	Yule
2352	Patterns	FALSE	Yule
2353	Patu	FALSE	Yule
2354	Pau-chym (Pao-yug-shien)	Location	Murray
2355	Paukin (Pao-ying)	FALSE	Yule
2356	Pauthier	Person	Yule
2357	Paved roads in China	FALSE	Yule
2358	Payan	Location	Yule
2359	Payangadi	FALSE	Yule
2360	Paï¿½	 	Yule
2361	Pe-king	Location	Murray
2362	Peaches	FALSE	Yule
2363	Peacocks at St. Thomasï¿½s	 	Yule
2364	Pearls	Person	Yule
2365	Pears	FALSE	Yule
2366	Pedir	FALSE	Yule
2367	Pedro	Person	Yule
2368	Pegu and Bengal confounded	FALSE	Yule
2369	Pei-chau (Piju)	FALSE	Yule
2370	Pein (Bai)	Location	Murray
2371	Pein (Pim	Location	Yule
2372	Peking	FALSE	Yule
2373	Pelly	Person	Yule
2374	Pema-ching	FALSE	Yule
2375	Pemberton	Person	Yule
2376	Pentam (Bintang)	Location	Murray,Yule
2377	Pepper	FALSE	Yule
2378	Pepper Country	Location	Yule
2379	Peregrine falcons	FALSE	Yule
2380	Perla (Ferlec)	FALSE	Yule
2381	Persia	Location	Murray,Yule
2382	Persia and India	Location	Yule
2383	Persian Gulf (Sea of India?)	Location	Yule
2384	Persian applied to language of foreigners at Mongol Court	FALSE	Yule
2385	Peshï¿½war	 	Yule
2386	Peter	Person	Yule
2387	Pharaohï¿½s rats (Gerboa)	 	Yule
2388	Phayre	Person	Yule
2389	Pheasants	FALSE	Yule
2390	Pheng (the Rukh)	FALSE	Yule
2391	Philip III. and IV. of France	Person	Yule
2392	Philip the Fair	FALSE	Yule
2393	Philippine Islands	Location	Yule
2394	Phillips	FALSE	Yule
2395	Phipps	Person	Yule
2396	Phra Rï¿½ma	 	Yule
2397	Phungan	FALSE	Yule
2398	Physician	FALSE	Yule
2399	Physicians	FALSE	Yule
2400	Pi-an-fu(Pin-yang-fou)	Location	Murray
2401	Pianfu (Pï¿½ing-yang fu	 	Yule
2402	Pianfu (Pï¿½ing-yang fu)	 	Yule
2403	Pichalok	FALSE	Yule
2404	Pievtsov	Person	Yule
2405	Pig-shells	FALSE	Yule
2406	Pigeon posts	FALSE	Yule
2407	Piju (Pei-chau)	FALSE	Yule
2408	Pilgrimage	Location	Yule
2409	Pima (Pim)	FALSE	Yule
2410	Pin-gui (Pi-tcheou)	Location	Murray
2411	Pinati	Person	Yule
2412	Pine woods in Mongolian desert	FALSE	Yule
2413	Pinnaï¿½Cael (Punnei-Kï¿½yal)	 	Yule
2414	Pipino	Person	Murray,Yule
2415	Pirabandi or Bir Pandi (Vira Pandi)	FALSE	Yule
2416	Pirada	FALSE	Yule
2417	Pirates of Malabar	FALSE	Yule
2418	Piratical customs at Eli	FALSE	Yule
2419	Pistachioes	FALSE	Yule
2420	Plane	FALSE	Yule
2421	Plano Carpini	FALSE	Yule
2422	Po-szï¿½ (Persia)	 	Yule
2423	Pog	Location	Yule
2424	Poison	FALSE	Yule
2425	Poison wind	FALSE	Yule
2426	Poisoning guests	FALSE	Yule
2427	Poisonous pasturage	FALSE	Yule
2428	Poland	Location	Yule
2429	Pole	FALSE	Yule
2430	Pole-star	FALSE	Yule
2431	Police	FALSE	Yule
2432	Politeness of Chinese	FALSE	Yule
2433	Polo	Location	Murray,Yule
2434	Polygamy	FALSE	Yule
2435	Ponent	FALSE	Yule
2436	Pong (Mediaeval Shan State)	FALSE	Yule
2437	Poods	FALSE	Yule
2438	Pope of Rome	Person	Murray
2439	Popinjays	FALSE	Yule
2440	Population	FALSE	Yule
2441	Porcelain manufacture	FALSE	Yule
2442	Porcupines	FALSE	Yule
2443	Pork	FALSE	Yule
2444	Posts	FALSE	Yule
2445	Potala at Lï¿½hasa	 	Yule
2446	Pottinger	FALSE	Yule
2447	Poultry	FALSE	Yule
2448	Pound	FALSE	Yule
2449	Pozdneiev	FALSE	Yule
2450	Precious stones or gems	FALSE	Yule
2451	Prester John	Person	Murray
2452	Prester John (Unc Can	Person	Yule
2453	Prices of horses	FALSE	Yule
2454	Printing	FALSE	Yule
2455	Private names supposed	FALSE	Yule
2456	Prjevalsky	Person	Yule
2457	Probation of Jogis	FALSE	Yule
2458	Prophecy regarding Bayan	FALSE	Yule
2459	Prostitutes; at Cambaluc	FALSE	Yule
2460	Provinces	Location	Yule
2461	Pseudoï¿½Callisthenes	 	Yule
2462	Ptolemiesï¿½ trained African elephants	 	Yule
2463	Ptolemy	FALSE	Yule
2464	Pu-chï¿½eng	 	Yule
2465	Puer and Esmok	FALSE	Yule
2466	Pukan Mienï¿½Wang	 	Yule
2467	Pulad Chingsang	FALSE	Yule
2468	Pulisangan river	Location	Murray
2469	Pulisanghin	Location	Yule
2470	Pulo Bras	FALSE	Yule
2471	Pulo Condore (Sondur and Condur)	FALSE	Yule
2472	Pulo Gommes (Gauenispola)	FALSE	Yule
2473	Pulo Nankai	FALSE	Yule
2474	Pulo Wï¿½	 	Yule
2475	Punnei-Kï¿½yal	 	Yule
2476	Purchas in his Pilgrims uses Ramusio's edition of Marco Polo's Travels		Murray
2477	Purï¿½nas	 	Yule
2478	Putchok	FALSE	Yule
2479	Putu-ho	FALSE	Yule
2480	Pygmies	FALSE	Yule
2481	Pï¿½dishah Khï¿½tï¿½n of Kerman	 	Yule
2482	Pï¿½ing-chang	 	Yule
2483	Pï¿½ing-yang fu (Pianfu)	 	Yule
2484	Pï¿½o-yang Lake	 	Yule
2485	Pï¿½u-chau fu	 	Yule
2486	Qalï¿½ah Asgher	 	Yule
2487	Qara Ars-lï¿½n Beg	 	Yule
2488	Quails in India	FALSE	Yule
2489	Que-lin-fu (Kien-ning-fou)	Location	Murray
2490	Queen of Mutfili	FALSE	Yule
2491	Quen-gian-fu (Si-ngan-fou)	Location	Murray
2492	Quicksilver and sulphur potion	FALSE	Yule
2493	Quills of the Ruc	FALSE	Yule
2494	Quilon	FALSE	Yule
2495	Quin-sai	Location	Murray
2496	Qumadin (Camadi	FALSE	Yule
2497	Rabbanta	Person	Yule
2498	Rabelais	FALSE	Yule
2499	Radloff	Person	Yule
2500	Rain-makers	FALSE	Yule
2501	Rainald	FALSE	Yule
2502	Rainy season	FALSE	Yule
2503	Rajkot leather-work	FALSE	Yule
2504	Rakka	FALSE	Yule
2505	Rama Kamheng	Person	Yule
2506	Rameshwaram	FALSE	Yule
2507	Ramnad	FALSE	Yule
2508	Rampart of Gog and Magog	FALSE	Yule
2509	Ramusio	Person	Yule
2510	Ramusio's collection of Voyages and Travels		Murray
2511	Ranking	FALSE	Yule
2512	Raonanoï¿½Rao	 	Yule
2513	Rapson	FALSE	Yule
2514	Ras Haili	FALSE	Yule
2515	Rashï¿½duddï¿½n	 	Yule
2516	Ravenala tree (Urania speciosa)	FALSE	Yule
2517	Raw meat eaten	FALSE	Yule
2518	Rawlinson	Person	Yule
2519	Reclus	FALSE	Yule
2520	Red Sea	Location	Yule
2521	Red gold and red Tangas	FALSE	Yule
2522	Red sect of Lamas	FALSE	Yule
2523	Refraction	FALSE	Yule
2524	Regains his liberty	Person	Murray
2525	Reindeer ridden	FALSE	Yule
2526	Religion	FALSE	Yule
2527	Remission of taxation by Kï¿½blï¿½i	 	Yule
2528	Rennell	FALSE	Yule
2529	Reobarle	Location	Murray
2530	Reobarles (Rï¿½dbï¿½r	 	Yule
2531	Revenue of Kinsay	FALSE	Yule
2532	Rhinoceros (Unicorn	FALSE	Yule
2533	Rhinoceros of Sumatra		Murray
2534	Rhins	FALSE	Yule
2535	Rhubarb	FALSE	Yule
2536	Riant	FALSE	Yule
2537	Ricci	FALSE	Yule
2538	Rice	FALSE	Yule
2539	Rice-wine	FALSE	Yule
2540	Richard II	FALSE	Yule
2541	Richthofen	FALSE	Yule
2542	Right and Left	FALSE	Yule
2543	Rio Marabia	Location	Yule
2544	Roads radiating from Cambaluc	FALSE	Yule
2545	Robbers in Persia	FALSE	Yule
2546	Robbersï¿½ River	 	Yule
2547	Robes distributed by Kï¿½blï¿½i	 	Yule
2548	Roborovsky	Person	Yule
2549	Rochefort	FALSE	Yule
2550	Rockets	FALSE	Yule
2551	Rockhill (Rubruck and Diary of a Journey	Location	Yule
2552	Rofia palm (sagus ruffia	FALSE	Yule
2553	Rofia palm (sagus ruffia)	FALSE	Yule
2554	Rome	Location	Yule
2555	Roriï¿½Bakkar	 	Yule
2556	Rosaries	FALSE	Yule
2557	Rostof and Susdal	Person	Yule
2558	Roth	FALSE	Yule
2559	Rouble	FALSE	Yule
2560	Roxana	Person	Yule
2561	Roze de lï¿½Aï¿½ur	 	Yule
2562	Rubies	FALSE	Yule
2563	Rubruquis	Person	Murray,Yule
2564	Ruby mines in Badakhshan	FALSE	Yule
2565	Ruc (Rukh	Person	Yule
2566	Rudder	FALSE	Yule
2567	Rudra Deva	Person	Yule
2568	Rudrama Devi	Person	Yule
2569	Rukh	Person	Yule
2570	Rukhnuddin	Person	Yule
2571	Runiz	FALSE	Yule
2572	Ruomedamï¿½Ahomet	 	Yule
2573	Rupen	Person	Yule
2574	Rupert	Person	Yule
2575	Russia		Murray
2576	Russia (Rosia	Location	Yule
2577	Russians	FALSE	Yule
2578	Rusticiano of Pisa	Person	Yule
2579	Rusticians	Person	Murray
2580	Rustï¿½k	 	Yule
2581	Ruyschï¿½s map	 	Yule
2582	Rï¿½dbï¿½r-i-Lass	 	Yule
2583	Rï¿½dkhï¿½nah-i-Duzdi (Robbersï¿½ River)	 	Yule
2584	Rï¿½dkhï¿½nah-i-Shor (Salt River)	 	Yule
2585	Rï¿½in	 	Yule
2586	Rï¿½m	 	Yule
2587	Rï¿½nï¿½ Paramitï¿½ï¿½s Woman Country	 	Yule
2588	Rï¿½ppellï¿½s Table of Abyssinian kings	 	Yule
2589	Sa-van-fu (Siang-yang-fou)	Location	Murray
2590	Saadi	FALSE	Yule
2591	Saba (Sava	Location	Yule
2592	Sabaste	FALSE	Yule
2593	Sable	FALSE	Yule
2594	Sabreddin	FALSE	Yule
2595	Sabzawur	FALSE	Yule
2596	Sacchion (Cha-tcheou)	Location	Murray
2597	Sachiu (Sha-chau)	FALSE	Yule
2598	Sacrifices of people of Tangut	FALSE	Yule
2599	Saffron	FALSE	Yule
2600	Sagacity of sledge-dogs	FALSE	Yule
2601	Sagamon Borcan	FALSE	Yule
2602	Sagatu	FALSE	Yule
2603	Saggio (16 oz.)	FALSE	Yule
2604	Sago	FALSE	Yule
2605	Saianfu	FALSE	Yule
2606	Saif Arad	Person	Yule
2607	Saifuddin Nazrat	Person	Yule
2608	Saimur (Chaul)	FALSE	Yule
2609	Sain Khan (or Batu)	Person	Yule
2610	Saker falcons	FALSE	Yule
2611	Sakta doctrines	FALSE	Yule
2612	Sakya Muni (Sagamon Borcan) Buddha	Person	Yule
2613	Salamander	FALSE	Yule
2614	Salar (Ho-chau)	FALSE	Yule
2615	Salem	Person	Yule
2616	Salghur	FALSE	Yule
2617	Salsette Island	Location	Yule
2618	Salt	Location	Murray,Yule
2619	Salwen River	Location	Yule
2620	Samagar	FALSE	Yule
2621	Samara	Location	Yule
2622	Samarcan (Samarcand)	Location	Murray
2623	Samarkand (Samarcan	Location	Yule
2624	Sampson	FALSE	Yule
2625	Samudra	FALSE	Yule
2626	Samuel	Person	Yule
2627	Samï¿½na	 	Yule
2628	San Giovanni Grisostomo	Person	Yule
2629	San Lorenzo	Location	Yule
2630	Sandu	FALSE	Yule
2631	Sanf	FALSE	Yule
2632	Sanglich	FALSE	Yule
2633	Sangon	FALSE	Yule
2634	Sangï¿½Miau	 	Yule
2635	Sangï¿½n	 	Yule
2636	Sanitary effects of Mountain air	FALSE	Yule
2637	Sanjar	Location	Yule
2638	Sankin Hoto	Person	Yule
2639	Sanuto of Torcelli	Person	Yule
2640	Sappan wood	FALSE	Yule
2641	Saptaï¿½Shaila	 	Yule
2642	Sapurgan (Sabï¿½rkï¿½n	 	Yule
2643	Sapurgan(Shibbergaun) city of		Murray
2644	Sar-i-kol	Location	Yule
2645	Saracanco (Saraichik	FALSE	Yule
2646	Saracens	Organization	Murray,Yule
2647	Sarai (Sara	Location	Yule
2648	Saratov	FALSE	Yule
2649	Sarbizan Pass	FALSE	Yule
2650	Sardines	FALSE	Yule
2651	Sarghalan River	FALSE	Yule
2652	Sarha	Location	Yule
2653	Sarhadd River	Location	Yule
2654	Sarsï¿½ti	 	Yule
2655	Sartach	Person	Murray
2656	Sartak	Person	Yule
2657	Sassanian dynasty	Organization	Yule
2658	Sati	FALSE	Yule
2659	Satin	FALSE	Yule
2660	Sava	Location	Murray
2661	Savast (Siwas)	FALSE	Yule
2662	Scanderoon	Location	Yule
2663	Scasem	FALSE	Yule
2664	Scassem(Koondooz)	Location	Murray
2665	Scherani	FALSE	Yule
2666	Schiltberger	FALSE	Yule
2667	Schindler	Person	Yule
2668	Schlegel	Person	Yule
2669	Schmidt	Person	Yule
2670	Schuyler	FALSE	Yule
2671	Schï¿½nborn	 	Yule
2672	Scidmore	FALSE	Yule
2673	Scotra	Location	Yule
2674	Scotra (Socotra) isle of	Location	Murray
2675	Scythians	Organization	Murray
2676	Sea of Chin	Location	Yule
2677	Seal	FALSE	Yule
2678	Sebaste	FALSE	Yule
2679	Sebourc	FALSE	Yule
2680	Sees of Latin Church	FALSE	Yule
2681	Sefavï¿½ehs	 	Yule
2682	Seilan	Location	Yule
2683	Seilan (Ceylon)	Person	Murray
2684	Self-decapitation	FALSE	Yule
2685	Selitrennoyï¿½ Gorodok (Saltpetre Town)	 	Yule
2686	Seljukian dynasty	Organization	Yule
2687	Semal tree	FALSE	Yule
2688	Semedo	FALSE	Yule
2689	Semenat	Location	Yule
2690	Semenat (Sumnaut)	Location	Murray
2691	Sempad	Person	Yule
2692	Sendal	FALSE	Yule
2693	Sendemain	Person	Yule
2694	Sender Bandi Davar	FALSE	Yule
2695	Seneca	FALSE	Yule
2696	Senecherim	Person	Yule
2697	Seni	FALSE	Yule
2698	Sensin	FALSE	Yule
2699	Sentemur	FALSE	Yule
2700	Sepulchre of Adam	FALSE	Yule
2701	Serano	FALSE	Yule
2702	Serazi (Shï¿½rï¿½z	 	Yule
2703	Serendib	FALSE	Yule
2704	Sergamon Borcam		Murray
2705	Serpents	FALSE	Yule
2706	Sertorius	FALSE	Yule
2707	Sesamï¿½	 	Yule
2708	Sethï¿½s mission to Paradise	 	Yule
2709	Sevan Lake	Location	Yule
2710	Seven Arts	FALSE	Yule
2711	Severtsoff	FALSE	Yule
2712	Seyyed Barghash	Person	Yule
2713	Sha-chau (Sachin	FALSE	Yule
2714	Shabankara	FALSE	Yule
2715	Shabar	Person	Yule
2716	Shadow	FALSE	Yule
2717	Shah Abbas	Person	Yule
2718	Shah Werdy	Person	Yule
2719	Shahr Mandi	FALSE	Yule
2720	Shahr-i-Babek	Location	Yule
2721	Shahr-i-Nao (Siam)	FALSE	Yule
2722	Shaibani Khan	FALSE	Yule
2723	Shaikhs (Esheks	FALSE	Yule
2724	Shakespeare	FALSE	Yule
2725	Shamanism		Murray
2726	Shamanism. (See also Devilï¿½Dancing.)	 	Yule
2727	Shampath	Person	Yule
2728	Shamsuddin Shamatrani	FALSE	Yule
2729	Shamuthera	Location	Yule
2730	Shan (Laotian	FALSE	Yule
2731	Shan-hai-kwan	FALSE	Yule
2732	Shan-si	FALSE	Yule
2733	Shan-tung	FALSE	Yule
2734	Shanars of Tinnevelly	FALSE	Yule
2735	Shang-hai	FALSE	Yule
2736	Shangkingï¿½Fungking	 	Yule
2737	Shangtu	Location	Yule
2738	Shangtu Keibung	FALSE	Yule
2739	Shankï¿½rah	 	Yule
2740	Shao-hing-fu	FALSE	Yule
2741	Shao-ling	FALSE	Yule
2742	Shara-ul-buks (Forest of box on the Black Sea)	FALSE	Yule
2743	Sharakhs	FALSE	Yule
2744	Sharks and shark charmers	FALSE	Yule
2745	Shauls	FALSE	Yule
2746	Shaw	FALSE	Yule
2747	Shawls of Kerman	FALSE	Yule
2748	Shawï¿½nkï¿½ra (Soncara)	 	Yule
2749	Sheep	FALSE	Yule
2750	Sheepï¿½s head given to horses	 	Yule
2751	Shehr	Person	Yule
2752	Shehrizor (Kerkuk)	FALSE	Yule
2753	Shen-si	FALSE	Yule
2754	Shenrabs	FALSE	Yule
2755	Shentseu tribe	FALSE	Yule
2756	Sheuping	FALSE	Yule
2757	Shewï¿½	 	Yule
2758	Shi-tsung	Person	Yule
2759	Shibrgï¿½n (Sapurgan)	 	Yule
2760	Shieng	FALSE	Yule
2761	Shighnan (Syghinan	Location	Yule
2762	Shikï¿½rgï¿½h	 	Yule
2763	Shing-king	FALSE	Yule
2764	Ships	FALSE	Yule
2765	Shireghi	FALSE	Yule
2766	Shirha	FALSE	Yule
2767	Shirwan	FALSE	Yule
2768	Shoa	FALSE	Yule
2769	Shobï¿½aengs of Nicobar	 	Yule
2770	Shodja ed-din Kurshid	FALSE	Yule
2771	Shorï¿½Rud (Salt River)	 	Yule
2772	Shot of Military Engines	FALSE	Yule
2773	Shpilevsky	FALSE	Yule
2774	Shut up nations	FALSE	Yule
2775	Shwï¿½li River	 	Yule
2776	Shï¿½listï¿½n (Suolstan)	 	Yule
2777	Shï¿½liï¿½t	 	Yule
2778	Shï¿½ls of Shauls	 	Yule
2779	Shï¿½rï¿½z (Cerazi)	 	Yule
2780	Si Hia	FALSE	Yule
2781	Si-fan	Organization	Murray
2782	Si-hu	Location	Yule
2783	Si-ngan fu (Kenjanfu	FALSE	Yule
2784	Siam	Person	Yule
2785	Siang-yang-fu (Saianfu	Location	Yule
2786	Siberia	Location	Yule
2787	Sibree	FALSE	Yule
2788	Sick men put to death and eaten by their friends	FALSE	Yule
2789	Siddhï¿½rta	 	Yule
2790	Sidi Ali	FALSE	Yule
2791	Sien	FALSE	Yule
2792	Sifan	FALSE	Yule
2793	Sigatay	FALSE	Yule
2794	Sighelm	Person	Yule
2795	Sijistï¿½n	 	Yule
2796	Siju (Suthsian)	FALSE	Yule
2797	Sikintinju (Kien-chow)	FALSE	Yule
2798	Silesia	Location	Yule
2799	Silk	FALSE	Yule
2800	Silver chairs	FALSE	Yule
2801	Simon	FALSE	Yule
2802	Simurgh	FALSE	Yule
2803	Simï¿½m	 	Yule
2804	Sin-din-fu(Tching-tou-fou) 	Location	Murray
2805	Sin-gui	Location	Murray
2806	Sin-gui (Sou-teheou-fou)	Location	Murray
2807	Sin-gui(Tsi-ning-tcheou) city of		Murray
2808	Sinbad	Person	Yule
2809	Sind (Sindhuï¿½Sauvira)	 	Yule
2810	Sindachu (Siuen-hwa fu)	FALSE	Yule
2811	Sindafu (Chengtu-fu)	FALSE	Yule
2812	Sindhuï¿½Sauvira (Sindh-Sï¿½gor)	 	Yule
2813	Sindï¿½bï¿½r (Goa)	 	Yule
2814	Singapore	FALSE	Yule
2815	Singkel	FALSE	Yule
2816	Singphos	FALSE	Yule
2817	Sings	FALSE	Yule
2818	Singtur	Person	Yule
2819	Singuyli (Cranganor)	FALSE	Yule
2820	Sinhopala (Accambale	Person	Yule
2821	Sinju (Si-ning fu	FALSE	Yule
2822	Sinju (Si-ning fu)	FALSE	Yule
2823	Sinju-matu	FALSE	Yule
2824	Sinope	FALSE	Yule
2825	Sinugul (Soui-tcheou)	Location	Murray
2826	Sir-i-Chashma	FALSE	Yule
2827	Sirikol	Location	Yule
2828	Sirocco		Murray
2829	Sis	FALSE	Yule
2830	Sismondi		Murray
2831	Sitting in air	FALSE	Yule
2832	Siu chau	FALSE	Yule
2833	Siuen-hwa-fu	FALSE	Yule
2834	Siva	FALSE	Yule
2835	Sivas	FALSE	Yule
2836	Siwastï¿½n	 	Yule
2837	Siwi	FALSE	Yule
2838	Sixtus V	Person	Yule
2839	Siyurgutmish	FALSE	Yule
2840	Sladen	FALSE	Yule
2841	Slaves in Bengal	FALSE	Yule
2842	Sledges	FALSE	Yule
2843	Sleeping-mats	FALSE	Yule
2844	Sluices of Grand Canal	FALSE	Yule
2845	Smith	Person	Yule
2846	Smith (R.E.	Person	Yule
2847	Sneezing	FALSE	Yule
2848	Socotra (Scotra	Location	Yule
2849	Soer (Suhar)	FALSE	Yule
2850	Sofala	FALSE	Yule
2851	Sogoman Borcan	Person	Yule
2852	Sol	FALSE	Yule
2853	Soldaia	FALSE	Yule
2854	Soldan	FALSE	Yule
2855	Soldurii	FALSE	Yule
2856	Soli	Location	Yule
2857	Solomon	FALSE	Yule
2858	Soltania	FALSE	Yule
2859	Somnath (Semenat	Location	Yule
2860	Sonagar-pattanam	FALSE	Yule
2861	Soncara (Shawankï¿½ra)	 	Yule
2862	Sondur and Condur (Pulo Condore		Murray
2863	Sondur and Condur (Pulo Condore Group)	FALSE	Yule
2864	Sorcerers	FALSE	Yule
2865	Sornau (Shahr-i-Nau	FALSE	Yule
2866	Sotiates	Location	Yule
2867	Soucat	FALSE	Yule
2868	Southey	Person	Yule
2869	Spaan	FALSE	Yule
2870	Spice	FALSE	Yule
2871	Spice wood	FALSE	Yule
2872	Spices in China	FALSE	Yule
2873	Spikenard	FALSE	Yule
2874	Spinello Aretini	FALSE	Yule
2875	Spirit drawings and spiritual flowers	FALSE	Yule
2876	Spirits haunting deserts	FALSE	Yule
2877	Spiritualism in China	FALSE	Yule
2878	Spittoons	FALSE	Yule
2879	Spodium (Spodos)	FALSE	Yule
2880	Sport and game	FALSE	Yule
2881	Sposk	FALSE	Yule
2882	Springolds	FALSE	Yule
2883	Springs	FALSE	Yule
